"030040180001";0;5;"2018-01-15";1;"1260";3;0;4;2;1;0;508;0;0;0;1070;2;1;01;1;1;1;3;3;0;0;00;1;01;00;;5;26;"14";2;0;1;0;1;1;100;3;8;1;"-806501,422";"-1071221,487";"-806501,422";"-1071221,487";"-806501,07";"-1071230,847";"";"";"";"dálnice";"D5";"1344760";"";"Souhlasnısesmìremúseku";"Pomalı";"559717";"";"GN_V0.1UIR-ADR_410";"2"
"030040180002";0;5;"2018-01-24";3;"0010";1;4;0;1;1;2;203;0;0;2;600;2;1;01;1;6;1;3;1;0;0;00;1;02;00;;7;26;"12";9;0;1;0;1;3;200;3;1;1;"-829786,328";"-1073066,088";"-829805,071";"-1073035,027";"-829805,618";"-1073035,568";"";"";"";"dálnice";"D5";"1440013";"";"Souhlasnısesmìremúseku";"Pomalı";"559164";"";"GN_V0.1UIR-ADR_410";"2"
"030040180003";0;5;"2018-01-22";1;"2560";3;0;4;2;1;0;511;0;0;0;1280;2;1;01;1;1;1;3;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-798005,619";"-1069346,904";"-798007,226";"-1069349,046";"-798007,231";"-1069349,031";"";"";"";"dálnice";"D5";"2359633";"";"Souhlasnısesmìremúseku";"Pomalı";"560014";"";"GN_V0.1UIR-ADR_410";"2"
"030040180004";0;5;"2018-01-15";1;"2560";3;0;4;2;1;0;511;0;0;0;2240;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-797892,205";"-1069288,517";"-797892,205";"-1069288,517";"-797890,376";"-1069292,762";"";"";"";"dálnice";"D5";"2359632";"";"Souhlasnısesmìremúseku";"Pomalı";"560014";"";"GN_V0.1UIR-ADR_410";"2"
"030040180005";0;5;"2018-02-23";5;"2560";3;0;4;2;1;0;511;0;0;0;1600;2;0;01;1;1;1;3;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-814140,818";"-1072901,226";"-814140,818";"-1072901,226";"-814138,619";"-1072906,661";"";"";"";"dálnice";"D5";"721316";"";"Souhlasnısesmìremúseku";"Pomalı";"558460";"";"GN_V0.1UIR-ADR_410";"2"
"030040180006";0;5;"2018-03-10";6;"0650";3;0;4;1;1;2;204;0;0;1;3400;2;3;01;3;1;1;3;1;0;0;00;1;01;00;;5;19;"09";9;0;1;1;1;3;1000;2;1;1;"-815744,416";"-1073062,606";"-815740,132";"-1073055,645";"-815739,771";"-1073057,134";"";"";"";"dálnice";"D5";"3069749";"";"Souhlasnısesmìremúseku";"Pomalı";"540561";"";"GN_V0.1UIR-ADR_410";"2"
"030040180007";0;5;"2018-03-14";3;"0448";3;0;9;2;1;0;204;0;0;0;20250;2;3;01;4;7;1;3;1;0;0;00;1;01;00;;3;04;"17";9;1;1;0;1;3;20000;9;;;"-794343,17";"-1067129,8";"-794356,559";"-1067163,002";"-794365,276";"-1067159,17";"";"";"";"dálnice";"D5";"354913";"";"Souhlasnısesmìremúseku";"Pomalı";"559768";"";"GN_V0.1UIR-ADR_410";"2"
"030040180008";0;5;"2018-03-23";5;"1660";1;2;0;2;1;2;511;0;0;0;200;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;3;39;"02";3;0;1;0;1;3;100;2;1;1;"-806251,604";"-1071240,897";"-806251,604";"-1071240,897";"-806251,78";"-1071235,396";"";"";"";"dálnice";"D5";"1344763";"";"Souhlasnısesmìremúseku";"Pomalı";"559717";"";"GN_V0.1UIR-ADR_410";"2"
"030040180009";0;5;"2018-03-24";6;"1310";9;0;0;2;1;2;508;0;0;0;2000;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;31;"17";9;0;1;0;1;1;2000;2;1;1;"-806248,407";"-1071226,756";"-806248,407";"-1071226,756";"-806248,538";"-1071222,476";"";"";"";"dálnice";"D5";"1344760";"";"Souhlasnısesmìremúseku";"Pomalı";"559717";"";"GN_V0.1UIR-ADR_410";"2"
"030040180010";6;;"2018-03-29";4;"0003";2;0;0;2;1;2;502;0;0;0;200;2;3;01;1;6;1;0;0;3;5;00;1;02;00;;7;48;"16";3;0;1;0;1;5;0;3;1;1;"-807169,727";"-1071287,941";"-807169,727";"-1071287,941";"-807169,866";"-1071282,802";"";"";"";"místníkomunikace";"";"2843391";"";"Souhlasnısesmìremúseku";"Pomalı";"559717";"";"GN_V0.1UIR-ADR_410";"2"
